account_id,credit_score,monthly_income,balance,debt_ratio,delinquency_30_days,delinquency_60_days,delinquency_90_days,open_credit_lines,dependents,age,times_90_days_late,real_estate_loans,serious_delinquency,account_open_date
3ZSG9VWIEB,697,5214,32672,0.1474,2,0,0,7,1,32,0,0,1,2021-03-31
97PWDBOLWI,594,6276,39619,0.2635,0,0,0,12,1,68,0,0,0,2022-10-22
MRSXKJKMPL,713,5326,22982,0.1824,1,1,0,10,1,28,0,0,0,2021-03-12
BBB0HQ6DG8,670,5653,37392,0.0747,0,0,0,10,1,43,0,3,0,2021-06-15
NKDAT5L0N2,498,2134,13579,0.3996,0,0,0,9,0,29,0,0,0,2020-07-14
TNXHN5E0EV,804,5944,18920,0.1581,0,0,0,8,0,27,0,3,0,2021-02-25
6XGZ7CTM09,829,2964,12390,0.0386,1,0,0,10,0,36,0,1,0,2021-09-26
HZBGTJ5469,588,3392,13762,0.6466,0,1,1,4,0,41,0,1,0,2021-04-04
6QZ6CP7SAV,611,4963,3208,0.1945,0,0,0,11,0,70,0,1,0,2022-03-28
ZEBU2Y0OY5,678,3979,1995,0.272,1,0,0,13,0,60,0,2,0,2023-10-19
8F1N2OJGFH,683,4118,27952,0.057,0,0,0,4,0,39,0,2,0,2020-12-23
Z52QZSKHZT,715,9646,75561,0.3263,0,0,0,5,0,45,0,0,0,2023-11-08
GBIBF57J2X,850,4475,27615,0.5918,1,0,0,3,0,56,0,1,0,2021-03-20
I3TAMVNCZT,632,3873,4014,0.5777,1,0,0,0,1,37,0,0,1,2022-02-21
ZOWLC33H8G,570,4565,23122,0.2676,1,0,0,7,0,20,0,2,0,2022-03-01
8T922D0NX5,512,2522,13100,0.1934,0,0,0,6,0,61,0,1,0,2021-04-02
WT3HJU31FI,576,5418,13641,0.3147,0,0,0,6,0,38,1,0,0,2023-08-25
0N6DGG5GR0,646,7578,31488,0.3288,0,0,0,9,0,51,0,1,0,2021-11-14
XAFGOVCCI6,829,5933,3534,0.1624,1,0,0,12,1,68,0,2,0,2023-02-16
8DS03VNA31,598,5024,20152,0.3393,0,0,0,12,0,44,0,0,0,2020-03-13
XBIDFWA88D,672,7050,17779,0.2523,0,0,0,9,0,77,0,2,0,2022-06-28
0MZHRUPFLF,648,3524,7494,0.1488,0,0,0,7,0,47,0,0,0,2021-01-06
CYWE3DKS4F,768,5031,39281,0.4605,0,0,1,8,0,54,0,2,0,2020-09-05
6APFXI5N53,850,11372,63087,0.548,1,0,0,8,2,19,1,1,1,2021-12-18
EGDD8MWE77,596,4119,29631,0.2458,0,0,0,13,4,45,0,2,0,2022-07-15
6VGTVYFYK3,601,7077,11263,0.3025,2,0,0,10,2,76,0,2,0,2021-03-25
MD6X73ZCA7,754,7184,15954,0.0597,0,0,0,8,1,37,1,0,0,2023-09-08
FXLOZ2RCU8,718,3119,23241,0.3943,2,0,0,4,3,34,0,2,0,2020-11-20
KD9GNLPYO2,834,7426,19363,0.2869,0,1,0,12,1,53,0,2,0,2022-02-05
M2XIPRTT3N,708,3414,24220,0.2659,2,1,0,7,3,37,0,1,0,2020-02-26
UPUY0ZIA9A,614,6357,38419,0.1878,0,0,0,10,1,57,0,1,0,2020-01-07
U87CM453KF,709,3382,2648,0.1955,0,1,1,8,3,53,0,2,0,2023-12-09
486I3CE8ZN,760,5817,9541,0.0429,0,0,0,8,1,28,0,0,0,2021-09-10
A8NZXC45BN,732,5310,24864,0.5064,0,0,0,12,1,38,0,0,0,2021-10-05
CCU3FG00ZK,700,5256,38778,0.3327,0,0,1,8,1,68,0,0,0,2021-06-08
OM2ZKF5B1S,756,5785,27891,0.2621,0,0,0,11,2,60,0,0,0,2020-03-01
A3Y5T37SZP,766,3574,20515,0.1908,0,0,0,5,1,40,0,0,0,2021-01-25
F9S9EHWHG0,788,2441,13557,0.3606,0,0,0,16,2,73,0,0,0,2021-12-12
U43QLX3F2X,714,5161,6989,0.5076,0,0,0,5,3,76,0,1,0,2023-05-12
HDCV4BKTCV,633,9525,64011,0.1136,0,0,1,3,0,53,0,2,0,2021-06-12
1LTWBJ9UU2,664,6974,41774,0.0707,1,1,2,10,1,39,0,0,1,2021-03-25
BL7AMKOH10,770,6427,18643,0.1954,1,1,0,7,0,43,0,4,0,2023-08-01
9ZDO0D3FVN,568,3617,14304,0.0957,0,0,0,8,2,69,0,0,0,2021-08-02
V4KFQ5DZ53,686,5496,22531,0.3759,0,0,0,6,0,66,0,1,0,2020-11-08
X1F8S0X7M2,610,2986,19280,0.0766,0,0,0,6,2,75,0,0,0,2023-06-04
MM4P61NHVC,652,3811,29122,0.5304,1,0,0,10,0,34,0,0,0,2022-05-11
FWR2F5T82D,777,6089,42218,0.2982,0,0,0,7,2,58,0,1,0,2021-05-30
DL7FKNDG1J,669,1652,6757,0.4536,2,0,0,9,1,49,0,2,0,2022-08-26
RJ5XFEUB4O,654,13873,42113,0.4,0,0,0,10,0,42,0,3,0,2022-05-22
47EN48NYSJ,514,2207,4928,0.1896,0,0,0,5,0,67,0,1,0,2022-04-14
5YWX0I3A4K,724,15263,86211,0.3628,0,0,0,6,5,73,0,1,1,2020-05-26
FOCNQDQX6Q,714,2971,10790,0.1878,0,0,0,10,3,23,0,1,0,2022-09-29
D0771HLL9R,850,2953,4627,0.2683,0,0,0,5,1,33,0,1,0,2023-09-14
ZRKBFQXLBV,619,3871,3363,0.2572,0,0,1,4,5,52,0,0,0,2021-07-15
N7NPRB58YJ,671,3775,18370,0.1553,1,0,1,4,0,36,0,1,0,2023-03-04
WDCOKZ5SYJ,674,3418,24099,0.7566,0,0,0,8,0,36,1,2,0,2023-05-21
3D6M1FMPRY,807,3934,11725,0.4296,0,0,0,5,0,23,1,4,0,2021-08-12
FZMYOA2VCY,640,5192,10829,0.1224,0,0,0,7,2,41,0,1,0,2022-06-02
WL9700LFQF,677,2868,12249,0.1641,0,0,0,5,1,71,0,2,1,2021-03-06
5E8OSAQ3EQ,710,8139,50014,0.2987,2,0,0,9,0,41,0,1,0,2020-02-25
8DH9PTFNM8,668,11468,8760,0.2626,1,0,0,8,0,50,1,1,0,2022-06-22
8UA3A6S5ZX,605,1530,10824,0.5411,0,0,0,7,4,50,0,0,0,2022-03-17
QOMTS1EGPG,669,14961,118682,0.4322,0,0,0,10,0,57,0,1,0,2021-02-11
VTN4YPKW74,757,7812,30059,0.2954,0,0,0,5,2,50,0,0,0,2020-11-26
93DXWOR17D,547,5736,39194,0.2547,0,0,0,10,1,70,0,0,0,2020-05-11
PUBKPIQNHQ,663,3482,12666,0.4241,0,0,0,7,1,69,0,1,0,2022-12-13
E86O3Z0ANI,579,5431,6998,0.1094,0,0,0,5,0,73,0,1,0,2021-11-01
K5J42OI6OA,769,8420,35933,0.0721,1,0,1,7,3,59,0,0,0,2020-03-01
FN33VM89I9,497,23528,43092,0.1828,0,0,1,14,2,55,0,1,0,2023-06-01
GX32UEW9G6,594,18309,35426,0.1829,1,0,0,11,0,63,1,1,0,2021-02-26
SPD2SW24WJ,687,1964,12697,0.5269,0,1,0,6,3,39,0,1,0,2023-10-29
T8HDPWVBZ7,806,4338,5518,0.348,0,0,0,10,4,79,0,0,0,2022-08-23
CN0EQWMI6K,643,5148,13920,0.56,1,0,0,8,5,67,0,4,0,2022-01-15
TI221XJ7WW,594,11005,35404,0.365,0,0,0,7,3,68,0,0,0,2020-10-22
UDQVDK6DRN,838,4673,34203,0.4604,0,0,0,5,2,18,0,2,0,2021-02-16
4ORAC8CYNL,505,3123,15849,0.1553,0,0,0,9,1,44,0,1,0,2023-10-13
63GAGUVB99,430,5075,4691,0.4861,0,0,0,6,1,77,0,0,0,2020-12-12
RWTF07GBAS,694,3900,10171,0.1252,0,0,0,7,2,38,0,0,0,2023-09-11
F5EHLH07JR,599,8883,8695,0.1602,1,0,0,14,1,57,0,2,0,2020-11-18
8MTK0RSOGG,547,20589,123935,0.2401,0,1,0,9,1,75,0,0,0,2022-08-23
Y5KOV1L28R,720,8487,16609,0.3938,0,0,0,6,1,21,0,1,0,2021-12-24
5P03WVPUNW,674,8695,18890,0.0971,1,0,0,5,0,38,0,0,1,2021-09-19
CGBSVK3X8M,593,10314,14496,0.134,2,0,1,7,1,79,0,1,0,2021-08-05
BGL2MCXN2E,521,6455,36562,0.1821,0,0,0,6,3,56,0,0,0,2023-09-08
LALQ26UNVS,737,3869,16965,0.273,0,0,0,10,0,30,0,0,0,2022-10-06
DKV54C6P1L,715,4104,10203,0.3108,0,0,0,10,0,21,0,0,0,2023-01-05
LH2R9PEGLN,640,9486,61130,0.2085,0,0,0,6,2,70,0,1,0,2023-09-18
UKX496K4O6,834,5845,28441,0.1924,1,0,1,12,2,60,0,0,0,2021-12-30
7BXCD20J1O,542,2726,5076,0.1769,1,0,1,3,0,29,0,0,0,2020-06-22
ULWOZQ48EN,497,10780,6884,0.3441,0,0,0,7,1,24,0,5,1,2023-08-11
WBBADLYPGG,580,3088,3631,0.1407,0,0,0,5,1,57,0,1,0,2023-01-25
6N6975J2D8,645,2498,7516,0.3463,1,0,0,8,3,50,0,1,0,2020-11-25
CLW3JGEQE5,674,2904,3161,0.3239,0,0,1,4,2,71,0,0,0,2022-05-01
158OQESUX9,625,5906,13747,0.1839,1,0,0,4,1,63,0,1,0,2020-06-11
L0IJKCU5X0,685,8809,9514,0.2206,1,1,0,7,1,77,1,1,0,2021-03-15
HC8CAH3GDH,524,5726,6060,0.2876,1,0,0,2,4,30,0,0,0,2021-04-30
VS41LQFS6H,794,3518,9890,0.3596,0,0,1,5,2,50,0,3,0,2021-02-07
N95S2GKFL5,641,3026,13168,0.3505,1,0,0,13,0,31,0,1,1,2021-12-30
XF50I6GBXQ,761,7806,24006,0.1544,0,0,0,8,3,64,0,0,0,2023-06-15
J7DPFSSBJD,684,4648,5906,0.233,0,0,0,3,0,70,1,3,0,2022-04-12
X0PKOVTRPY,695,6030,5521,0.3254,0,0,0,8,2,28,0,0,1,2020-12-11
X8HBBJCDIW,706,4518,8896,0.0553,0,0,0,7,2,73,0,1,0,2022-11-25
ZOD05JH2MK,694,5882,33809,0.3758,1,0,0,9,3,34,0,0,0,2023-05-07
V0DSZRK6IL,714,6211,34237,0.2946,0,0,0,10,2,34,1,1,1,2022-07-13
CG6FARMGJC,782,21061,151824,0.0612,1,0,0,12,1,44,0,2,0,2020-09-13
Y4V8URID3U,669,6257,45944,0.3069,1,0,0,10,1,41,0,2,0,2020-09-04
94SGFDK0Q0,720,3895,24498,0.3414,0,0,0,7,0,69,0,0,0,2021-06-19
9JRNAMZ614,641,5460,3427,0.3225,0,0,0,7,5,43,0,0,0,2021-05-09
6VEY0A94XF,794,2780,3651,0.1304,0,1,0,7,0,50,0,0,1,2022-08-02
RI09M0G8W8,582,2765,16725,0.0581,0,0,0,7,0,43,0,2,0,2020-11-13
5Y6Q8SJY5O,830,10402,69670,0.2674,0,1,0,9,2,44,0,0,0,2023-10-26
P9LBSMWPQ8,645,5898,30011,0.1283,0,1,0,10,2,32,0,1,0,2023-05-22
2K8RYQF8WX,506,9618,31046,0.322,0,0,1,6,3,71,0,1,0,2022-08-19
KK2ABKVBLP,662,1853,3485,0.3054,0,0,0,10,0,76,0,1,0,2020-01-16
XAJMK4X1FD,581,2737,15254,0.1223,1,0,0,10,1,60,0,2,0,2020-08-28
J9HVCHRM3W,734,5877,21126,0.1306,0,0,0,10,0,61,0,1,0,2020-09-04
P8DJKLUYLU,584,2997,9835,0.4196,0,1,0,14,0,65,0,0,0,2021-09-03
YHETKDUWTN,605,2091,8414,0.2805,0,1,0,13,0,70,1,0,1,2023-10-28
5PEPL7ZQPP,461,2572,17419,0.2926,0,0,0,6,1,40,0,1,0,2020-06-19
OAU8P1WKIS,604,4053,21562,0.4492,0,0,0,11,1,27,0,1,0,2022-09-23
ETUK1OOA35,407,6297,29376,0.3983,0,1,0,7,1,47,0,0,0,2020-07-05
QBB3XMDKRL,491,13754,39847,0.0503,2,0,0,9,0,58,0,0,0,2023-10-02
C0Y0BHF0RI,726,2613,7687,0.0892,0,0,0,3,2,50,0,1,0,2020-05-14
Y4KL9ARYEA,728,2695,21320,0.5513,0,0,0,5,0,73,0,2,0,2023-03-13
VEDHR3PCEO,692,2057,8306,0.0661,0,0,0,7,0,33,0,0,0,2020-03-22
934T3Y4WPW,553,6931,15506,0.0397,0,0,0,6,2,42,0,1,0,2021-11-20
G3XG0TRKY8,645,5296,31307,0.2119,0,0,0,6,1,30,0,0,0,2023-10-10
RYOZDPPBQU,649,2754,16880,0.245,0,1,0,7,1,70,0,0,0,2023-12-06
AKX6WB68Q0,534,2985,9990,0.5091,1,0,0,12,0,46,0,0,0,2022-05-08
J9M4SMZOCX,800,4562,29207,0.1218,1,0,1,12,0,33,1,1,0,2023-12-04
MZMZ2K1KO6,737,4720,33155,0.4127,0,0,0,13,0,21,0,1,0,2021-12-26
XNQXU71SEL,627,2633,17700,0.1422,0,0,0,9,0,20,0,1,0,2022-09-13
8MWOB4FDD7,652,5466,5699,0.4994,0,0,0,7,2,41,0,1,0,2022-11-18
R1930I6G61,670,2152,13864,0.1473,0,0,0,10,0,72,0,0,0,2020-09-18
PCWE4C1V47,445,5061,17759,0.3213,0,1,0,6,2,42,0,0,0,2022-05-06
LZN9UHJPKH,625,4418,5743,0.2747,0,0,0,7,4,32,0,2,0,2021-11-20
F33GUWYH36,581,6252,44962,0.1413,0,0,0,9,1,52,0,0,0,2022-04-11
MOTCG06XR3,549,10165,42387,0.0432,1,0,0,7,0,24,0,0,0,2022-06-27
URMWUECPNC,621,3934,27843,0.0902,0,0,0,8,0,45,0,0,0,2023-11-27
C2KEIVLI77,829,4915,24523,0.0546,1,0,0,5,1,53,0,0,0,2023-10-10
JZC58CU47S,714,1497,4401,0.0494,1,0,0,7,1,18,0,2,0,2022-01-06
OCZDQ7JBMJ,592,16043,77562,0.1848,0,0,0,13,2,29,0,1,0,2022-03-04
M1FT07X5IC,707,1609,12365,0.246,0,0,1,8,4,55,0,0,0,2023-05-13
